municipio,uf,cod_munic,lexml,site_prefeitura,site_camara,sistema_tipo,sistema_proposicao,sistema_legislacao,Apoio Interlegis
Pedra Branca do Amapari,AP,154,,,,,,,
Porto Grande,AP,535,,,,,,,
Pracuúba,AP,550,,,,,,,
Santana,AP,600,,,,,,,
Serra do Navio,AP,55,,,,,,,
Tartarugalzinho,AP,709,,,,,,,
Vitória do Jari,AP,808,,,,,,,
Alvarães,AM,29,,,,,,,
Amaturá,AM,60,,,,,,,
Anamã,AM,86,,,,,,,
Anori,AM,102,,,,,,,
Apuí,AM,144,,,,,,,
Atalaia do Norte,AM,201,,,,,,,
Autazes,AM,300,,,,,,,
Barcelos,AM,409,,,,,,,
Barreirinha,AM,508,,,,,,,
Benjamin Constant,AM,607,,,,,,,
Beruri,AM,631,,,,,,,
Boa Vista do Ramos,AM,680,,,,,,,
Boca do Acre,AM,706,,,,,,,
Borba,AM,805,,,,,,,
Caapiranga,AM,839,,,,,,,
Canutama,AM,904,,,,,,,
Carauari,AM,1001,,,,,,,
Careiro,AM,1100,,,,,,,
Careiro da Várzea,AM,1159,,,,,,,
Coari,AM,1209,,,,,,,
Codajás,AM,1308,,,,,,,
Eirunepé,AM,1407,,,,,,,
Envira,AM,1506,,,,,,,
Fonte Boa,AM,1605,,,,,,,
Guajará,AM,1654,,,,,,,
Humaitá,AM,1704,,,,,,,
Ipixuna,AM,1803,,,,,,,
Iranduba,AM,1852,,,,,,,
Itacoatiara,AM,1902,,,,,,,
Itamarati,AM,1951,,,,,,,
Itapiranga,AM,2009,,,,,,,
Japurá,AM,2108,,,,,,,
Juruá,AM,2207,,,,,,,
Jutaí,AM,2306,,,,,,,
Lábrea,AM,2405,,,,,,,
Manaquiri,AM,2553,,,,,,,
Manaus,AM,2603,,,,,,,
