NomeMun,UF,CodMun,match_var,title,uf,uf_code,uf_code_multi,rua_camara,numero_camara,cep,email,url_interlegis,url_legislativo
Encruzilhada,BA,2910404,Encruzilhada_BA,Câmara Municipal de Encruzilhada,BA,29,29000000,Rua Guarinos,1,45150-000,camara.encruzilhada@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=640,
Entre Rios,BA,2910503,Entre Rios_BA,Câmara Municipal de Entre Rios,BA,29,29000000,Rua Senador Eduardo Veloso,315,48180-000,edwardiva@oi.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=576,
Esplanada,BA,2910602,Esplanada_BA,Câmara Municipal de Esplanada,BA,29,29000000,Av. Ministro Mário Andreazza,195,48370-000,cm.esplanada@ig.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=5544,
Euclides da Cunha,BA,2910701,Euclides da Cunha_BA,Câmara Municipal de Euclides da Cunha,BA,29,29000000,Rua Otávio Mangabeira nº 17,17,48500-000,camaraecunha@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=580,http://www.euclidesdacunha.ba.leg.br
Eunápolis,BA,2910727,Eunápolis_BA,Câmara Municipal de Eunápolis,BA,29,29000000,Rua Filinto Vaz,178,45820-000,camaraeunapolis@camaraeunapolis.ba.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=550,
Fátima,BA,2910750,Fátima_BA,Câmara Municipal de Fátima,BA,29,29000000,Av. Nossa Sra. de Fátima,,48415-000,camarafatima.secretaria@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=694,http://www.camara.fatima.ba.io.org.br
Feira da Mata,BA,2910776,Feira da Mata_BA,Câmara Municipal de Feira da Mata,BA,29,29000000,Rua Francisco Rodrigues de Souza,,46446-000,camarafm@outlook.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=514,
Feira de Santana,BA,2910800,Feira de Santana_BA,Câmara Municipal de Feira de Santana,BA,29,29000000,Rua Visconde do Rio Branco,122,44002-175,presidencia@feiradesantana.ba.leg.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=594,http://www.feiradesantana.ba.leg.br
Filadélfia,BA,2910859,Filadélfia_BA,Câmara Municipal de Filadélfia,BA,29,29000000,Rua Ana Izabel Muniz,20,44755-000,cmfiladelfia@outlook.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=346,http://www.camaradefiladelfia.ba.gov.br
Firmino Alves,BA,2910909,Firmino Alves_BA,Câmara Municipal de Firmino Alves,BA,29,29000000,Praça Pompílio Céo,15,45720-000,camarafirminoalves@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=105,
Floresta Azul,BA,2911006,Floresta Azul_BA,Câmara Municipal de Floresta Azul,BA,29,29000000,Rua Arthur Leite,113,45740-000,ws151882@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=106,
Formosa do Rio Preto,BA,2911105,Formosa do Rio Preto_BA,Câmara Municipal de Formosa do Rio Preto,BA,29,29000000,Pça Dr. Altino Lemos Santiago,121,47990-000,camaramunfrp@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=508,http://www.formosadoriopreto.ba.gov.br
Gandu,BA,2911204,Gandu_BA,Câmara Municipal de Gandu,BA,29,29000000,R. Manoel Libâneo da Silva,105,45450-000,cmgandu@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=107,http://camara.gandu.ba.io.org.br
Gavião,BA,2911253,Gavião_BA,Câmara Municipal de Gavião,BA,29,29000000,Pantaleão da Cunha,212,44650-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=5541,
Gentio do Ouro,BA,2911303,Gentio do Ouro_BA,Câmara Municipal de Gentio do Ouro,BA,29,29000000,Rua Antonio Mariano n°125,125,47450-000,cmgentio@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=460,http://www.gentiodoouro.ba.leg.br
Glória,BA,2911402,Glória_BA,Câmara Municipal de Glória,BA,29,29000000,Av. Presidente Geisel,104,48620-000,assessoria@camaradegloria.ba.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=544,http://www.gloria.ba.leg.br
Gongogi,BA,2911501,Gongogi_BA,Câmara Municipal de Gongogi,BA,29,29000000,Av. Senhora Santana,01,45540-000,camaradegongogi2017@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=108,http://camara.gongogi.ba.io.org.br
Governador Mangabeira,BA,2911600,Governador Mangabeira_BA,Câmara Municipal de Governador Mangabeira,BA,29,29000000,Praça da Bandeira,15,44350-000,dvgmcamara@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=728,
Guajeru,BA,2911659,Guajeru_BA,Câmara Municipal de Guajeru,BA,29,29000000,Rua João da silva Coutinho nº 30,30,46205-000,camaramunicipaldeguajeru@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=475,
Guanambi,BA,2911709,Guanambi_BA,Câmara Municipal de Guanambi,BA,29,29000000,Praça Henrique Pereira Nonato,90,46430-000,legislativo@camaragbi.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=188%0A,http://www.guanambi.ba.leg.br
Guanambi,BA,2911709,Guanambi_BA,Câmara Municipal de Guanambi,BA,29,29000000,Praça Henrique Pereira Nonato,90,46430-000,legislativo@camaragbi.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=188,http://www.guanambi.ba.leg.br
Guaratinga,BA,2911808,Guaratinga_BA,Câmara Municipal de Guaratinga,BA,29,29000000,PÇ 31 de agosto,123,45840-000,atendimento@camaradeguaratinga.ba.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=551,http://www.camaradeguaratinga.ba.gov.br
Heliópolis,BA,2911857,Heliópolis_BA,Câmara Municipal de Heliópolis,BA,29,29000000,Praça 15 de Novembro,1,48445-000,camara_heliopolis@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=695,
Iaçu,BA,2911907,Iaçu_BA,Câmara Municipal de Iaçu,BA,29,29000000,Avenida Dr. Geraldo Mota nº 70,70,46860-000,camaraiacu@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=461,
Ibiassucê,BA,2912004,Ibiassucê_BA,Câmara Municipal de Ibiassucê,BA,29,29000000,Rua Francisco Benjamin,200,46390-000,camaraIbiassuce@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=189,
Ibicaraí,BA,2912103,Ibicaraí_BA,Câmara Municipal de Ibicaraí,BA,29,29000000,Travessa Professor Oscar de Queiroz Matos,23,45745-000,camaraibicarai@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=109,
Ibicoara,BA,2912202,Ibicoara_BA,Câmara Municipal de Ibicoara,BA,29,29000000,Praça Americo Martins Junior,120,46760-000,cmi_vereadores@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=748,http://www.cmibicoara.ba.gov.br
Ibicuí,BA,2912301,Ibicuí_BA,Câmara Municipal de Ibicuí,BA,29,29000000,Travessa Osvaldo Gouveia,39,45290-000,alexibicuicamara@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=388,http://www.camaradeibicui.com.br
Ibipeba,BA,2912400,Ibipeba_BA,Câmara Municipal de Ibipeba,BA,29,29000000,Rua do Legislativo,22,44970-000,ibipeba.cm@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=462,
Ibipitanga,BA,2912509,Ibipitanga_BA,Câmara Municipal de Ibipitanga,BA,29,29000000,Praça do Comércio,,46540-000,c-municipal-ibipitanga@bol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=473,
Ibiquera,BA,2912608,Ibiquera_BA,Câmara Municipal de Ibiquera,BA,29,29000000,Praça São José,32,46840-000,camaramunicipalibiquera@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=463,
Ibirapitanga,BA,2912707,Ibirapitanga_BA,Câmara Municipal de Ibirapitanga,BA,29,29000000,Praça Grandes Lojas Unidos da Bahia,,45150-000,camara_ibirapitanga@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=110,
Ibirapuã,BA,2912806,Ibirapuã_BA,Câmara Municipal de Ibirapuã,BA,29,29000000,Praça Geraldo do Rosário Chácara ,16,45940-000,camaraibirapua@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=552,
Ibirataia,BA,2912905,Ibirataia_BA,Câmara Municipal de Ibirataia,BA,29,29000000,Praça 10 de Novembro,07,45580-000,camaradeipirataia@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=111,
Ibitiara,BA,2913002,Ibitiara_BA,Câmara Municipal de Ibitiara,BA,29,29000000,Rua Bela Vista s/n 1° andar ,,46700-000,camaradeibitiara@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=203,http://www.ibitiara.ba.leg.br
Ibititá,BA,2913101,Ibititá_BA,Câmara Municipal de Ibititá,BA,29,29000000,Praça Senhor do Bonfim,,44960-000,paulaibitita@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=464,
Ibotirama,BA,2913200,Ibotirama_BA,Câmara Municipal de Ibotirama,BA,29,29000000,Av. Juscelino Kubischek n º763,763,47520-000,presidencia@camaraibotirama.ba.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=316,
Ichu,BA,2913309,Ichu_BA,Câmara Municipal de Ichu,BA,29,29000000,Rua Juvêncio Carneiro S/N°Centro,,48725-000,camaravereadoresichu@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=358,
Igaporã,BA,2913408,Igaporã_BA,Câmara Municipal de Igaporã,BA,29,29000000,Rua Prof. Valdir Cardoso,140,46490-000,camaraigapora@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=190,
Igrapiúna,BA,2913457,Igrapiúna_BA,Câmara Municipal de Igrapiúna,BA,29,29000000,Rua Dr. Antônio Lemos Maia,,45443-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=371,
Iguaí,BA,2913507,Iguaí_BA,Câmara Municipal de Iguaí,BA,29,29000000,Praça Manoel Novaes,8,45280-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=389,
Ilhéus,BA,2913606,Ilhéus_BA,Câmara Municipal de Ilhéus,BA,29,29000000,Praça JJ Seabra,,45653-280,ascom@camaradeilheus.ba.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=112,
Inhambupe,BA,2913705,Inhambupe_BA,Câmara Municipal de Inhambupe,BA,29,29000000,Av.Tenório Batista Lima,145,48490-000,camara.inhambupe@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=311,http://www.inhambupe.ba.leg.br
Ipecaetá,BA,2913804,Ipecaetá_BA,Câmara Municipal de Ipecaetá,BA,29,29000000,Avenida Possidônio Souza,221,44680-000,camaraipecaeta.ba@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=595,
Ipecaetá,BA,2913804,Ipecaetá_BA,Câmara Municipal de Ipecaetá,BA,29,29000000,Avenida Possidônio Souza,221,44680-000,camaraipecaeta.ba@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=595%0A,
Ipiaú,BA,2913903,Ipiaú_BA,Câmara Municipal de Ipiaú,BA,29,29000000,Pç. Alberto Pinto,1,45570-000,fale@camaraipiau.ba.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=113,
Ipirá,BA,2914000,Ipirá_BA,Câmara Municipal de Ipirá,BA,29,29000000,Pista BA 052,,44600-000,camaraip@ipiranet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=596,
Ipupiara,BA,2914109,Ipupiara_BA,Câmara Municipal de Ipupiara,BA,29,29000000,Praça da Bandeira n°34,34,47590-000,cmi2004@bol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=204,
Irajuba,BA,2914208,Irajuba_BA,Câmara Municipal de Irajuba,BA,29,29000000,Praça Santo Antonio,136,45370-000,camarairajuba@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=669,
Iramaia,BA,2914307,Iramaia_BA,Câmara Municipal de Iramaia,BA,29,29000000,Rua Américo Guimarães,78,46770-000,evanira100@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=670,
Iraquara,BA,2914406,Iraquara_BA,Câmara Municipal de Iraquara,BA,29,29000000,Rua Pedro Francisco de Araújo,,46980-000,camaramuniraquara@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=465,
Irará,BA,2914505,Irará_BA,Câmara Municipal de Irará,BA,29,29000000,Pç. Presidente Tancredo Neves,120,44255-000,camaradevereadoresdeirara@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=597,
Irecê,BA,2914604,Irecê_BA,Câmara Municipal de Irecê,BA,29,29000000,Rua João José da Silva Dourado s/n°,,44900-000,camara1diretor@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=466,
Itabela,BA,2914653,Itabela_BA,Câmara Municipal de Itabela,BA,29,29000000,Av. Manoel Carneiro,327,45848-000,assessoriacamaraitabela@outlook.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=553%0A,
Itabela,BA,2914653,Itabela_BA,Câmara Municipal de Itabela,BA,29,29000000,Av. Manoel Carneiro,327,45848-000,assessoriacamaraitabela@outlook.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=553,
Itaberaba,BA,2914703,Itaberaba_BA,Câmara Municipal de Itaberaba,BA,29,29000000,Rua Lions Club nº 60,60,46880-000,joacir_rosa@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=467,http://www.itaberaba.ba.leg.br
Itabuna,BA,2914802,Itabuna_BA,Câmara Municipal de Itabuna,BA,29,29000000,Espaço Cultural Professor Josué de Souza Brandão,,45600-000,diretoria@cmvitabuna.ba.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=610,
Itacaré,BA,2914901,Itacaré_BA,Câmara Municipal de Itacaré,BA,29,29000000,Rua Ruy Barbosa,,45530-000,camelinharibeiro@yahoo.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=611,
Itaeté,BA,2915007,Itaeté_BA,Câmara Municipal de Itaeté,BA,29,29000000,Rua Rosa Correia Ferraro,,46790-000,camitaite@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=749,
Itagi,BA,2915106,Itagi_BA,Câmara Municipal de Itagi,BA,29,29000000,Praça Lomanto Júnior,,45230-000,camaraitagi@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=671,
Itagibá,BA,2915205,Itagibá_BA,Câmara Municipal de Itagibá,BA,29,29000000,Praça Padre Emanuel Ranchela Passionista n° 201,201,45585-000,poderlegislativo@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=612,http://camara.itagiba.ba.io.org.br
Itagimirim,BA,2915304,Itagimirim_BA,Câmara Municipal de Itagimirim,BA,29,29000000,Rua Santos Dumont,,45850-000,camara-itagimirim@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=492,http://www.camara.itagimirim.ba.io.org.br
Itaguaçu da Bahia,BA,2915353,Itaguaçu da Bahia_BA,Câmara Municipal de Itaguaçu da Bahia,BA,29,29000000,Rua Dep. Reinaldo Braga,87,47440-000,camaraitaguacu@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=317,
Itaju do Colônia,BA,2915403,Itaju do Colônia_BA,Câmara Municipal de Itaju do Colônia,BA,29,29000000,Av. Lomanto Júnior,256,45730-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=613,
Itajuípe,BA,2915502,Itajuípe_BA,Câmara Municipal de Itajuípe,BA,29,29000000,Rua do Rotary,28,45630-000,ascom.cmitajuipe@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=614,http://www.camara.itajuipe.ba.io.org.br
Itamaraju,BA,2915601,Itamaraju_BA,Câmara Municipal de Itamaraju,BA,29,29000000,Praça da Independência,52,45830-000,camaraitamaraju@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=493,
Itamari,BA,2915700,Itamari_BA,Câmara Municipal de Itamari,BA,29,29000000,Rua 18 de Julho,487,45455-000,camaraitamari2017@outlook.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=615,http://www.camara.itamari.ba.io.org.br
Itambé,BA,2915809,Itambé_BA,Câmara Municipal de Itambé,BA,29,29000000,Praça Osório Ferraz,01,45140-000,camaradeitambe@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=641,
Itanagra,BA,2915908,Itanagra_BA,Câmara Municipal de Itanagra,BA,29,29000000,Praça Eurico de Freitas,90,48290-000,camaradeitanagra@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=561,
Itanhém,BA,2916005,Itanhém_BA,Câmara Municipal de Itanhém,BA,29,29000000,Pça Castro Alves,59,45970-000,camaramunicipalita@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=494,http://www.itanhem.ba.leg.br
Itaparica,BA,2916104,Itaparica_BA,Câmara Municipal de Itaparica,BA,29,29000000,Rua Régis Pacheco,01,44460-000,camara.itaparica@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=705,
Itapé,BA,2916203,Itapé_BA,Câmara Municipal de Itapé,BA,29,29000000,Praça Helena Iglesias da Fonseca,120,45750-000,camaramvitape@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=616,
Itapebi,BA,2916302,Itapebi_BA,Câmara Municipal de Itapebi,BA,29,29000000,Trav. Ana Nery,,45855-000,contato@camaradeitapebi.ba.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=617,http://camara.itapebi.ba.io.org.br
Itapetinga,BA,2916401,Itapetinga_BA,Câmara Municipal de Itapetinga,BA,29,29000000,Av. Idelbrando Nogueira,,45700-000,camara_itapetinga@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=642,http://itapetinga.ba.leg.br
